,,CB,CB,CB,MP,MP,MP,RND,RND,RND
,,COV,HR,MRR,COV,HR,MRR,COV,HR,MRR
fold,rank,,,,,,,,,
1,no_rank,1005.0,0.0364238410596,0.0233969305161,90.0,0.105132450331,0.0369100178703,3415.0,0.00413907284768,0.00139348785872
2,no_rank,1005.0,0.0347970173985,0.0158263305322,79.0,0.0836785418393,0.0334438000552,3409.0,0.00248550124275,0.000451072447758
3,no_rank,931.0,0.0456053067993,0.0241431730238,79.0,0.103648424544,0.0397499934191,3396.0,0.00497512437811,0.00105951722867
4,no_rank,971.0,0.0314830157415,0.0153397509238,92.0,0.0886495443248,0.0319613760997,3419.0,0.00082850041425,0.000414250207125
5,no_rank,940.0,0.0340248962656,0.013719949944,77.0,0.0829875518672,0.028661990384,3411.0,0.00248962655602,0.000610880590134
