,,CB,CB,CB,MP,MP,MP,RND,RND,RND
,,COV,HR,MRR,COV,HR,MRR,COV,HR,MRR
fold,rank,,,,,,,,,
1,no_rank,1077.0,0.0509915014164,0.0233238904627,10.0,0.0439093484419,0.0154879940645,4133.0,0.0014164305949,0.000177053824363
2,no_rank,1088.0,0.048090523338,0.0162204485755,10.0,0.046676096181,0.0188724994948,4151.0,0.00565770862801,0.00181518151815
3,no_rank,1003.0,0.0495750708215,0.022164328432,10.0,0.0439093484419,0.0189717388372,4133.0,0.0,0.0
4,no_rank,1119.0,0.0664780763791,0.0210580241698,10.0,0.0594059405941,0.0229821961788,4138.0,0.001414427157,0.000707213578501
5,no_rank,1116.0,0.0623229461756,0.0290694275822,10.0,0.0453257790368,0.0121211610234,4133.0,0.0028328611898,0.000404694455686
