,,HybridSVD ($\alpha=0.1$),HybridSVD ($\alpha=0.1$),HybridSVD ($\alpha=0.1$),HybridSVD ($\alpha=0.5$),HybridSVD ($\alpha=0.5$),HybridSVD ($\alpha=0.5$),HybridSVD ($\alpha=0.999$),HybridSVD ($\alpha=0.999$),HybridSVD ($\alpha=0.999$),PureSVD+CB,PureSVD+CB,PureSVD+CB
,,COV,HR,MRR,COV,HR,MRR,COV,HR,MRR,COV,HR,MRR
fold,rank,,,,,,,,,,,,
3,1500,2433.0,0.0254957507082,0.0108469355636,2499.0,0.0226628895184,0.00927874454787,2578.0,0.0198300283286,0.00858120868744,2409.0,0.0269121813031,0.0118834030307
3,1750,2701.0,0.0254957507082,0.0110104995728,2749.0,0.0198300283286,0.00994368002158,2793.0,0.0212464589235,0.00905335221907,2669.0,0.0269121813031,0.0100600296776
3,2000,2839.0,0.0240793201133,0.00987173434057,2820.0,0.0226628895184,0.00951537838932,2826.0,0.0198300283286,0.00858682944377,2834.0,0.0269121813031,0.0100369845766
3,2500,2782.0,0.0240793201133,0.00911799091686,2774.0,0.0212464589235,0.00775102297765,2766.0,0.0212464589235,0.00737105984981,2799.0,0.0240793201133,0.00939340797698
4,1,20.0,0.043847241867,0.016682382524,20.0,0.0509193776521,0.0186996250645,20.0,0.0509193776521,0.019970925664,20.0,0.035360678925,0.0157708628006
4,5,213.0,0.038189533239,0.0156367167329,196.0,0.045261669024,0.0180036370984,193.0,0.045261669024,0.0176225275589,220.0,0.026874115983,0.0127983206484
4,10,303.0,0.0622347949081,0.0274045261669,305.0,0.0537482319661,0.0260832715925,312.0,0.0537482319661,0.029305022339,317.0,0.0608203677511,0.0249399429739
4,15,442.0,0.0594059405941,0.0252396668238,449.0,0.0551626591231,0.0229316809232,433.0,0.0594059405941,0.0238718259581,455.0,0.0650636492221,0.0258458498911
4,20,529.0,0.049504950495,0.0225062302149,506.0,0.049504950495,0.0239661211019,497.0,0.0551626591231,0.0247968164163,557.0,0.0523338048091,0.0256639949709
4,30,603.0,0.049504950495,0.0262600749871,587.0,0.0551626591231,0.0269190184325,569.0,0.0594059405941,0.0281600098785,629.0,0.045261669024,0.0250370445208
4,50,702.0,0.0509193776521,0.0262684941964,700.0,0.0551626591231,0.0243174827687,713.0,0.0622347949081,0.0237949305135,684.0,0.045261669024,0.0256364922207
4,75,751.0,0.0509193776521,0.0230506724142,783.0,0.0523338048091,0.020292539458,839.0,0.0509193776521,0.0178532138928,750.0,0.049504950495,0.0198367795963
4,100,818.0,0.046676096181,0.0184908286747,838.0,0.049504950495,0.0192339642127,918.0,0.049504950495,0.0189443434139,810.0,0.043847241867,0.0169473069756
4,125,855.0,0.0565770862801,0.0196049707012,894.0,0.0537482319661,0.0190178711749,997.0,0.049504950495,0.0195987966144,860.0,0.0551626591231,0.0190801733235
4,150,874.0,0.0551626591231,0.0196229316809,931.0,0.046676096181,0.017306526571,997.0,0.048090523338,0.0196088996655,863.0,0.049504950495,0.0203037650704
4,200,882.0,0.0523338048091,0.0189550077457,968.0,0.046676096181,0.0171510518399,1064.0,0.039603960396,0.0164185806336,885.0,0.045261669024,0.0188332098516
4,300,1023.0,0.049504950495,0.0175759412676,1089.0,0.0509193776521,0.0211041512314,1178.0,0.043847241867,0.0163102534743,993.0,0.0579915134371,0.0188045845401
4,500,1272.0,0.048090523338,0.018575582048,1354.0,0.048090523338,0.0168092319436,1460.0,0.039603960396,0.0143536292405,1252.0,0.04243281471,0.0167194270447
