,,CB,CB,CB,MP,MP,MP,RND,RND,RND
,,COV,HR,MRR,COV,HR,MRR,COV,HR,MRR
fold,rank,,,,,,,,,
1,no_rank,1064,0.050992,0.020833,10,0.043909348,0.015487994,4133,0.001416431,0.000177054
2,no_rank,1082,0.045262,0.015843,10,0.046676096,0.018872499,4151,0.005657709,0.001815182
3,no_rank,996,0.048159,0.022192,10,0.043909348,0.018971739,4133,0,0
4,no_rank,1119,0.066478,0.021199,10,0.059405941,0.022982196,4138,0.001414427,0.000707214
5,no_rank,1124,0.05949,0.028751,10,0.045325779,0.012121161,4133,0.002832861,0.000404694
