,,HybridSVD ($\alpha=0.1$),HybridSVD ($\alpha=0.1$),HybridSVD ($\alpha=0.1$),HybridSVD ($\alpha=0.5$),HybridSVD ($\alpha=0.5$),HybridSVD ($\alpha=0.5$),HybridSVD ($\alpha=0.999$),HybridSVD ($\alpha=0.999$),HybridSVD ($\alpha=0.999$),PureSVD,PureSVD,PureSVD
,,COV,HR,MRR,COV,HR,MRR,COV,HR,MRR,COV,HR,MRR
fold,rank,,,,,,,,,,,,
3,2500,1356.0,0.000829187396352,0.000414593698176,1449.0,0.0016583747927,0.000257969412198,1414.0,0.0248756218905,0.015730211377,1347.0,0.000829187396352,0.000276395798784
3,3000,875.0,0.0,0.0,911.0,0.0,0.0,819.0,0.0257048092869,0.0162612861618,867.0,0.0,0.0
3,3200,600.0,0.0,0.0,633.0,0.0,0.0,504.0,0.0257048092869,0.0127151938719,599.0,0.0,0.0
4,1,96.0,0.0936205468103,0.0338422693021,96.0,0.0919635459818,0.0327379308531,97.0,0.092792046396,0.0327875751239,96.0,0.0944490472245,0.033954051104
4,5,244.0,0.149958574979,0.0581104272695,255.0,0.140845070423,0.0557186254784,255.0,0.140845070423,0.0557916124196,238.0,0.145816072908,0.0564869609816
4,10,367.0,0.173156586578,0.075524059389,357.0,0.168185584093,0.0696111308373,354.0,0.159072079536,0.0658506595126,364.0,0.174813587407,0.0770669770256
4,15,412.0,0.186412593206,0.0766708091687,400.0,0.173985086993,0.0713552557173,404.0,0.164043082022,0.0715035309899,410.0,0.183927091964,0.0757492668429
4,20,460.0,0.191383595692,0.0813620283794,451.0,0.189726594863,0.0755447718994,465.0,0.178956089478,0.0734094107126,455.0,0.19304059652,0.0821583093331
4,30,512.0,0.201325600663,0.0806117752265,526.0,0.188069594035,0.0744716666009,516.0,0.183927091964,0.0736237687563,524.0,0.198011599006,0.0819005536487
4,50,613.0,0.208782104391,0.0801044831078,594.0,0.202982601491,0.0788291842559,590.0,0.191383595692,0.0717366289239,605.0,0.217895608948,0.0796146157994
4,75,675.0,0.19884009942,0.0719943846083,661.0,0.195526097763,0.0734413014032,655.0,0.190555095278,0.0693145802922,672.0,0.202982601491,0.0737588932287
4,100,734.0,0.190555095278,0.0709143751397,722.0,0.186412593206,0.0680264594101,710.0,0.17729908865,0.0673393300982,734.0,0.191383595692,0.0712582685656
4,125,788.0,0.181441590721,0.066975052932,789.0,0.17729908865,0.0673126997278,759.0,0.170671085336,0.0648571165555,782.0,0.17149958575,0.0672308359964
4,150,847.0,0.173156586578,0.070177272787,832.0,0.172328086164,0.0630367170342,810.0,0.167357083679,0.0648965689562,842.0,0.172328086164,0.0678942938678
4,200,925.0,0.149958574979,0.0615930879394,934.0,0.157415078708,0.0625537538959,890.0,0.153272576636,0.0597463868176,924.0,0.155758077879,0.0599163609106
4,300,1077.0,0.117647058824,0.0471880301416,1068.0,0.127589063795,0.051221709341,1026.0,0.13256006628,0.0523664865007,1068.0,0.117647058824,0.0479389408345
4,500,1280.0,0.0811930405965,0.0319123893689,1326.0,0.089478044739,0.0339882431846,1278.0,0.101077050539,0.0404771767862,1288.0,0.0869925434963,0.0338307623519
4,750,1445.0,0.059652029826,0.0220058915585,1526.0,0.056338028169,0.022734445891,1542.0,0.0671085335543,0.0290589944898,1445.0,0.059652029826,0.0233995476125
4,1000,1596.0,0.0422535211268,0.0157599189911,1690.0,0.0389395194698,0.0175901816126,1716.0,0.0538525269263,0.0247149564051,1594.0,0.0414250207125,0.0168603122
4,1250,1645.0,0.0173985086993,0.010115595534,1794.0,0.0215410107705,0.012092489578,1863.0,0.0372825186413,0.0192646072514,1641.0,0.016570008285,0.00905333964572
4,1500,1655.0,0.0140845070423,0.00667403111479,1844.0,0.0157415078708,0.00801541273787,1921.0,0.029826014913,0.017498454781,1634.0,0.013256006628,0.00713299404269
4,1750,1631.0,0.0049710024855,0.00428058547363,1834.0,0.00579950289975,0.00438414802541,1863.0,0.0223695111848,0.0144583185387,1616.0,0.006628003314,0.00442655935614
4,2000,1583.0,0.0049710024855,0.00372825186413,1771.0,0.00579950289975,0.00354414066096,1793.0,0.0173985086993,0.00995121053116,1566.0,0.00579950289975,0.00382030746571
4,2500,1341.0,0.00082850041425,0.00082850041425,1455.0,0.00082850041425,0.000414250207125,1419.0,0.0115990057995,0.0103562551781,1336.0,0.00082850041425,0.00082850041425
4,3000,870.0,0.00082850041425,0.000414250207125,909.0,0.00082850041425,0.00082850041425,823.0,0.013256006628,0.00964611196591,864.0,0.00082850041425,0.000414250207125
