,,HybridSVD ($\alpha=0.1$),HybridSVD ($\alpha=0.1$),HybridSVD ($\alpha=0.1$),HybridSVD ($\alpha=0.5$),HybridSVD ($\alpha=0.5$),HybridSVD ($\alpha=0.5$),HybridSVD ($\alpha=0.999$),HybridSVD ($\alpha=0.999$),HybridSVD ($\alpha=0.999$),PureSVD,PureSVD,PureSVD
,,COV,HR,MRR,COV,HR,MRR,COV,HR,MRR,COV,HR,MRR
fold,rank,,,,,,,,,,,,
5,200,3686.0,0.0227222589896,0.0104175201958,3910.0,0.0264725347452,0.0109488092612,4004.0,0.0277961614825,0.0109406679063,3514.0,0.0161041253033,0.00755710328841
5,300,4010.0,0.0253695124642,0.0107526288698,4482.0,0.0271343481138,0.0122747120762,4784.0,0.0275755570263,0.0115615118759,3760.0,0.0183101698654,0.00788643422661
5,500,4911.0,0.0264725347452,0.0115869864381,5469.0,0.0288991837635,0.0113838027306,5986.0,0.0291197882197,0.0112001407667,4724.0,0.0216192367086,0.00886103319922
5,750,6028.0,0.0297816015884,0.0129525455303,6617.0,0.0319876461505,0.0121005045889,7577.0,0.0313258327818,0.0123310887705,5980.0,0.0222810500772,0.0101843097707
5,1000,7041.0,0.0284579748511,0.0130624975926,7699.0,0.0324288550629,0.012448832022,8816.0,0.0313258327818,0.0129364379033,7153.0,0.0213986322524,0.0100944047006
5,1250,8175.0,0.0300022060446,0.0132288263493,8767.0,0.0322082506067,0.0132242741938,9875.0,0.0313258327818,0.0125193904314,8459.0,0.0227222589896,0.00994085699579
5,1500,9352.0,0.0322082506067,0.0128756841364,9860.0,0.0328700639753,0.0133434181085,10845.0,0.0324288550629,0.0131261402274,9742.0,0.022060445621,0.0097125488919
5,1750,10379.0,0.0277961614825,0.01237932411,10750.0,0.0328700639753,0.0137997716919,11706.0,0.0333112728877,0.0136269648679,11019.0,0.022060445621,0.0101351114753
5,2000,11397.0,0.0317670416942,0.0137294759068,11566.0,0.035737921906,0.0147836500583,12479.0,0.031546437238,0.013269358041,12153.0,0.0231634679021,0.0108673081704
5,2500,13443.0,0.0302228105008,0.0143525084127,13183.0,0.0363997352747,0.0158497298471,13841.0,0.0330906684315,0.0136690723057,14289.0,0.0216192367086,0.0105247584731
5,3000,15633.0,0.0295609971321,0.0135067704558,14856.0,0.0386057798368,0.0172519688072,15058.0,0.0350761085374,0.0140569684746,16525.0,0.0198544010589,0.0104282877943
5,3200,16455.0,0.0280167659387,0.0135629720673,15532.0,0.0377233620119,0.017255032758,15612.0,0.0359585263622,0.0138355761453,17362.0,0.0202956099713,0.0102890093459
